objname,al2000,de2000,type,incl,logd25,brief,ut,bt,vt,kt,v,mabs
NGC0520,1.4097458,3.7923901,Sa,75.73,1.612,21.966,12.375,12.205,11.47,8.392,2161.8,-20.754
NGC2993,9.7634201,-14.3683584,Sa,35.8,1.132,19.687,12.72,13.11,12.64,10.157,2315.3,-19.769
NGC5936,15.5002323,12.9893047,SBb,19.3,1.072,21.09,14.546,13.049,12.459,9.481,4036.1,-21.135
PGC093226,0.6972696,-9.4298546,E,51.01,0.719,22.564,17.688,16.306,15.13,11.764,17324.8,-21.15
IC4653,17.4519522,-60.8800938,S0-a,60.05,1.207,21.08,13.4,13.23,12.55,10.111,1899,-19.182
NGC1211,3.1145596,-0.7944535,S0-a,55.92,1.174,21.286,14.965,13.266,12.346,9.27,3209.5,-20.414
NGC1289,3.3138389,-1.9733333,S0,69.59,1.243,22.058,13.988,13.488,12.568,9.531,2835,-19.894
NGC5740,14.7401222,1.6797606,Sb,63.91,1.431,21.889,14.466,12.598,11.899,10.968,1567.2,-20.343
NGC1349,3.5243167,4.3808611,S0,0,0.959,23.38,14.758,14.218,13.088,9.75,6600,-21.707
NGC6146,16.4195407,40.8926984,E,60.7,1.22,21.251,13.991,13.511,12.521,9.525,8816.8,-22.279
NGC3106,10.0681263,31.1854293,S0,90,0.95,21.173,15.21,13.31,12.42,9.658,6193.4,-21.697
NGC0502,1.3820917,9.0491667,S0,24.36,1.214,21.59,14.221,13.741,12.791,9.838,2545.7,-19.269
NGC2964,9.7151031,31.8471065,Sbc,42.9,1.465,21.045,12.014,12.044,11.37,8.366,1317.9,-19.832
NGC3423,10.8539823,5.8400453,Sc,32.12,1.551,21.385,14.236,11.606,11.174,8.81,1004.4,-19.054
NGC0057,0.258575,17.3283889,E,62.24,1.324,22.812,13.262,12.702,11.652,8.705,5449.1,-22.235
NGC0507,1.3944315,33.2557624,E-S0,62.57,1.39,22.145,13.094,12.574,11.574,8.312,4933.8,-22.085
NGC1016,2.6387639,2.1191944,E,90,1.354,22.389,13.208,12.648,11.638,8.593,6658,-22.481
NGC1060,2.72085,32.4249401,E-S0,52.91,1.373,21.977,13.72,13.01,11.82,8.229,5146.2,-22.295
NGC1132,2.8810569,-1.274625,E,90,1.28,22.811,13.786,13.286,12.296,9.283,6959.4,-22.085
NGC2693,8.94979,51.3473866,E,78.85,1.301,21.345,13.431,12.821,11.861,8.63,4909.5,-21.673
NGC7265,22.3742972,36.2098333,E-S0,53.39,1.394,21.68,13.843,13.273,12.223,8.71,5083,-21.738
NGC4912,13.0119374,37.3152425,E,90,1.43,21.129,12.964,12.504,11.604,8.674,4748,-21.926
NGC0045,0.2344361,-23.1818333,SABd,50.01,1.791,23.637,11.349,11.399,10.689,9.428,465.7,-18.067
NGC7814,0.0541706,16.1456194,Sab,70.66,1.64,22.114,14.738,11.593,10.603,7.097,1053.2,-19.84
NGC0080,0.3530167,22.35725,E-S0,33.68,1.26,22.569,13.969,13.329,12.299,8.941,5736.4,-21.654
NGC0150,0.5709726,-27.8036183,SBbc,66.8,1.549,21.245,11.992,11.972,11.332,8.507,1577.8,-20.236
NGC0157,0.5796624,-8.3964957,SABb,61.75,1.568,21.618,11.048,11.068,13.111,7.686,1655.1,-21.806
NGC0172,0.6204438,-22.586996,SBbc,90,1.309,22.679,14.082,14.092,13.522,11.244,3045,-20.254
PGC002501,0.6973515,-9.3031528,S0,62.55,1.166,22.737,16.382,14.604,13.271,10.122,16596.3,-22.667
ESO474-039,0.8954075,-27.0497145,Sbc,90,1.133,20.933,14.84,14.731,14.17,11.008,5562.3,-20.897
NGC0315,0.9635784,30.3523544,E,57,1.457,22.01,12.806,12.206,11.599,7.976,4974.7,-22.484
NGC0410,1.1830409,33.1522335,E,70.93,1.374,22.106,13.078,12.518,11.478,8.401,5276.3,-22.27
NGC0406,1.1236545,-69.8793354,SBc,65.62,1.387,21.898,12.94,13.05,12.46,10.192,1505.9,-19.216
NGC0491,1.3556422,-34.0633577,SBb,44.69,1.131,20.704,13.226,13.216,12.546,9.42,3874.3,-20.789
PGC073886,1.2624231,0.3324103,Scd,42.23,0.637,22.424,17.506,16.589,15.96,12.794,13409.4,-20.285
PGC073887,1.2624593,0.2333352,S0-a,90,0.653,23.136,18.134,17.167,16.3,12.715,13335.6,-19.779
NGC0488,1.3630111,5.2566944,Sb,45.38,1.703,21.706,11.477,11.127,10.255,6.989,2268.7,-21.774
NGC0613,1.5717204,-29.4184424,Sbc,35.71,1.739,21.787,10.801,10.741,11.497,7.053,1483.5,-21.481
NGC0533,1.4253858,1.7591167,E,74.49,1.537,22.544,13.054,12.494,11.474,8.447,5522.4,-22.225
NGC0669,1.7878194,35.5633008,Sab,90,1.37,22.188,13.83,13.34,12.3,8.832,4701.5,-21.848
NGC0661,1.7373972,28.7059722,E,61.34,1.281,21.188,13.66,13.17,12.2,9.286,3817.2,-20.939
NGC0681,1.8196765,-10.4265532,SABa,46.78,1.393,22.009,14.853,12.773,11.943,8.668,1748.1,-20.811
ESO197-010,1.8868353,-49.5602411,S0,33.94,1.24,21.969,14.043,13.527,12.434,8.912,6170,-21.315
UGC01347,1.8794201,36.6193494,SABc,17.69,0.981,22.327,13.513,13.503,12.873,10.127,5542.5,-21.438
IC0179,2.0031972,38.0214167,E,54.56,1.05,21.311,14.102,13.552,12.562,9.511,4185.5,-20.724
NGC0759,1.9640097,36.3429959,E,25.92,1.05,21.638,14.383,13.833,12.733,9.167,4646.1,-20.782
NGC0777,2.0041418,31.4294399,E,63.26,1.44,22.17,13.102,12.502,11.462,8.395,4995.5,-22.109
IC1783,2.1683734,-32.9399124,Sb,70.96,1.296,20.897,13.216,13.166,12.476,9.516,3347.8,-20.325
NGC0818,2.1456972,38.77725,Sbc,73.97,1.342,22.01,13.259,13.179,12.509,9.431,4244.5,-21.728
NGC0890,2.3669444,33.2660833,E-S0,67.47,1.04,22.239,13.358,12.848,11.868,8.268,3952,-21.369
NGC0907,2.3841456,-20.7118682,SBcd,90,1.344,21.597,13.11,13.17,12.6,10.018,1655,-19.814
NGC0908,2.3845939,-21.2338217,SABc,65.04,1.788,21.743,10.82,10.82,10.177,7.269,1507.3,-21.126
NGC0947,2.4758734,-19.0422197,SABc,59.39,1.33,22.331,13.159,13.199,12.619,10.145,4949.9,-21.636
ESO415-026,2.4722513,-31.880906,S0,60.54,1.095,21.515,15.175,14.705,13.735,10.743,4594.4,-19.452
NGC1097,2.7719729,-30.2750483,SBb,54.96,2.024,21.496,10.369,10.139,11.758,6.321,1269.2,-21.149
NGC1099,2.7550097,-17.7083537,SBb,80.26,1.323,22.128,14.346,14.086,13.206,9.889,7612.7,-22.003
NGC1087,2.7736584,-0.4986643,Sc,54.21,1.473,21.666,13.049,11.517,11.006,8.644,1522.7,-19.602
NGC1090,2.7760915,-0.247144,Sbc,67.48,1.52,22.475,14.767,12.602,11.942,9.229,2877.6,-20.574
NGC1145,2.9093067,-18.6350715,Sc,83.44,1.526,22.549,13.769,13.629,12.469,9.281,2058,-19.725
NGC1175,3.0756556,42.33925,S0-a,90,1.246,21.257,14.427,13.837,12.797,9.263,5523,-21.277
3C076.1,3.0541694,16.4385556,E,75.36,0.67,22.517,16.53,16.05,14.95,11.634,9724.4,-20.438
NGC1218,3.1406222,4.1107778,S0-a,41.42,1.13,22.187,14.647,13.957,13.162,9.09,8644.1,-22.432
NGC1163,3.0061396,-17.1525086,SBbc,90,1.355,22.43,14.999,14.719,13.799,10.278,2282.3,-19.41
NGC1291,3.2884984,-41.1079941,S0-a,29.41,2.048,20.946,9.877,9.417,8.487,5.677,837,-20.346
NGC1255,3.2255535,-25.7252289,SABb,58.81,1.607,22.328,11.461,11.601,11.111,8.626,1688.7,-19.967
NGC1232,3.1626266,-20.5790414,SABc,32.59,1.832,22.566,10.565,10.565,9.959,7.536,1610,-20.677
NGC1313,3.3043681,-66.4978677,SBcd,34.79,2.044,22.367,9.407,9.647,9.235,7.781,465.6,-19.143
IC1914,3.323702,-49.5997584,SABc,42.85,1.29,23.683,13.453,13.463,13.043,12.447,1028.3,-18.749
NGC1275,3.3300725,41.5115451,S0,57.88,1.334,20.734,12.675,12.605,12.238,8.211,5263.4,-22.636
NGC1357,3.5547458,-13.6641389,Sab,42.97,1.527,22.049,12.656,12.406,11.536,8.435,2005.2,-20.067
NGC1353,3.5341566,-20.8189344,Sb,70.98,1.561,21.719,12.727,12.357,11.407,8.131,1529.9,-20.498
NGC1386,3.6128361,-35.999249,S0-a,90,1.555,20.635,12.399,12.069,12.24,8.095,896.4,-19.069
NGC1365,3.5601111,-36.1405075,Sb,62.64,2.08,22.064,10.519,10.359,12.089,6.415,1638.3,-21.363
NGC1398,3.6478042,-26.3377639,SBab,47.73,1.842,21.531,10.985,10.555,9.655,6.565,1399.3,-21.578
3C098,3.9817833,10.43425,E,90,0.91,21.636,16.43,15.93,14.932,11.037,9153.9,-20.792
NGC1519,4.1354393,-17.1929175,SBb,74,1.392,21.982,13.555,13.585,12.955,10.201,1829.5,-18.551
NGC1543,4.2119936,-57.7377708,S0,90,1.563,22.393,12.037,11.487,10.537,7.465,1170.4,-20.136
NGC1518,4.1138117,-21.1726526,SBd,90,1.54,21.783,11.95,12.22,11.75,10.999,932.2,-18.225
NGC1574,4.3663389,-56.97475,E-S0,76.62,1.616,20.067,11.819,11.309,10.379,7.118,1042.7,-20.244
NGC1572,4.3785636,-40.6009828,SBa,50.9,1.137,22.158,13.53,13.29,12.47,9.333,6120.2,-21.761
NGC1566,4.3334428,-54.9378097,SABb,47.89,1.859,21.425,10.248,10.288,11.624,6.917,1501.9,-19.15
NGC1559,4.2932722,-62.7836667,SBc,60.19,1.622,20.957,10.936,11.016,10.666,8.02,1295.3,-20.637
IC2085,4.5234036,-54.4168712,S0-a,90,1.389,22.486,14.209,13.949,13.179,10.424,985.6,-16.182
NGC1792,5.0873422,-37.9806372,Sbc,62.78,1.742,20.89,10.855,10.775,10.095,7.502,1210.2,-19.914
NGC1752,5.035978,-8.2405053,Sc,78.64,1.47,22.504,13.541,13.281,12.401,9.025,3577.3,-21.643
NGC1771,4.9821464,-63.2983027,SABc,76.59,1.291,22.339,14.229,14.169,13.429,10.608,5020.8,-21.014
NGC1947,5.4465379,-63.7609011,E-S0,27.99,1.541,21.448,12.153,11.653,10.643,7.529,1175.6,-19.194
PGC1012656,21.9559407,-7.8129358,E?,65.58,0.571,22.415,18.073,16.908,15.97,12.541,17586.6,-20.599
IC0467,7.5051111,79.8724722,SABc,64.1,1.298,23.123,13.199,13.189,12.569,10.136,2034,-19.537
NGC2300,7.5390222,85.7088611,E-S0,50.92,1.484,21.608,12.875,12.175,11.159,7.637,1917.4,-20.773
NGC2397,7.3555514,-69.0014861,SBb,80.53,1.399,21.295,12.795,12.695,11.845,8.445,1355,-20.36
NGC2476,7.9458829,39.9278061,E,90,1.102,20.858,14.025,13.555,12.615,9.553,3729.2,-20.439
3C192,8.0930582,24.164034,E,27.37,0.684,21.212,18.189,16.696,17.1,12.318,17891,-20.933
PGC024469,8.7133876,14.2652512,Sbc,81.36,1.004,23.208,15.885,14.909,14.609,11.907,2114.2,-18.571
UGC04375,8.3864649,22.6646066,SABc,51.74,1.23,21.664,15.196,12.874,12.44,9.533,2053.8,-20.551
NGC2560,8.331084,20.9850001,S0-a,90,1.205,21.996,15.699,14.304,13.284,9.831,4883.1,-20.408
NGC2672,8.8227451,19.0749586,E,36.22,1.505,21.312,13.267,12.647,11.637,8.372,3843,-21.235
NGC2715,9.135061,78.0852619,SABc,74.02,1.623,22.612,11.945,12.035,11.487,8.65,1329.1,-20.771
NGC2692,8.9494469,52.0659799,Sab,70.08,1.096,21.593,15.405,13.962,12.752,9.922,3785.5,-20.361
NGC2763,9.1136244,-15.4997315,SBc,40.29,1.386,22.071,12.582,12.652,12.037,9.609,1890.1,-19.839
NGC2776,9.2040334,44.9548679,SABc,67.38,1.33,21.739,14.228,12.202,11.682,9.159,2622.1,-21.534
NGC2835,9.2980218,-22.3545759,Sc,56.42,1.808,22.738,10.941,11.061,10.571,8.112,886.4,-19.314
NGC2844,9.3633178,40.1510379,Sa,70.44,1.249,22.185,15.255,13.685,12.888,9.921,1479.2,-19.67
NGC2872,9.4284813,11.4321394,E,38.33,1.243,21.081,13.368,12.848,11.858,8.752,3240.2,-20.708
NGC2919,9.5798703,10.2837016,SABb,74.82,1.183,22.601,14.866,13.584,13.6,10.082,2526.2,-20.127
NGC2914,9.5674382,10.1086937,SBab,56.06,0.978,20.771,15.432,14.073,13.123,9.947,3145,-19.669
NGC2991,9.7805862,22.0139374,S0,41.56,0.994,22.367,15.735,13.548,12.638,9.805,7470.3,-21.908
NGC2989,9.757008,-18.373923,SABb,48.35,1.228,21.428,13.473,13.553,13.365,10.257,4142.5,-20.837
NGC3059,9.8356,-73.9221944,SBbc,21.23,1.58,22.321,11.679,11.739,11.059,8.179,1258,-20.157
NGC3055,9.9216801,4.2699953,Sc,57.16,1.293,21.806,13.901,12.655,12.065,9.512,1817.3,-19.994
NGC3070,9.9685907,10.359791,E,49.76,1.191,21.174,13.655,13.245,12.285,9.297,5369.8,-21.456
IC2537,10.0644083,-27.5708169,Sc,46.78,1.416,22.477,12.883,12.803,12.113,9.033,2787.8,-20.648
NGC3120,10.0897396,-34.2200151,SABb,47.49,1.225,21.845,13.641,13.511,12.771,9.716,2790.7,-19.429
NGC3175,10.2450357,-28.8719446,Sab,76.1,1.72,21.905,12.363,12.073,11.173,7.797,1091,-19.538
NGC3158,10.230702,38.764939,E,47.39,1.365,21.409,14.833,12.894,11.884,8.817,6921.1,-22.321
NGC3193,10.3069121,21.8940033,E,32.77,1.372,21.231,12.452,11.992,11.022,8.007,1370.5,-20.776
NGC3283,10.519889,-46.2512185,S0,51.61,1.457,21.842,13.124,12.564,11.524,7.978,2845,-21.177
NGC3309,10.6099083,-27.5182901,E,42.97,1.26,22.181,13.179,12.559,11.737,8.485,4090.1,-21.556
NGC3318,10.620976,-41.6275552,Sbc,59.98,1.401,21.619,12.305,12.325,11.725,8.969,2773.5,-21.159
NGC3414,10.8545069,27.9750202,S0,76.87,1.426,21.045,12.606,12.056,11.086,8.013,1459.9,-20.028
NGC3448,10.9109451,54.3051139,S?,79.2,1.473,21.43,14.095,12.408,11.978,9.507,1372,-20.26
NGC3464,10.9111501,-21.066714,Sc,50.76,1.375,22.292,13.018,13.068,12.628,9.492,3735.1,-21.119
NGC3511,11.0566033,-23.0866396,SABc,74.37,1.781,22.044,11.452,11.542,10.972,8.1,1105.2,-19.998
NGC3593,11.2436017,12.8178289,S0-a,86.88,1.671,21.258,13.964,11.852,10.912,7.436,630.4,-18.359
NGC3556,11.1919267,55.6742681,Sc,67.53,1.6,22.579,10.773,10.703,10.055,7.052,697.6,-20
NGC3549,11.1824671,53.3877762,SBc,74.8,1.421,22.591,14.478,12.792,12.142,9.18,2849.1,-21.211
NGC3623,11.3155307,13.092309,Sa,90,1.883,21.553,10.589,10.139,9.316,6.072,801.5,-20.972
NGC3610,11.3070194,58.7862361,E,10.22,1.378,19.856,12.087,11.627,10.767,7.958,1699.7,-21.003
NGC3646,11.361971,20.1695075,Sc,63.86,1.49,22.395,11.736,11.756,11.204,8.512,4249.3,-22.832
NGC3641,11.3524491,3.1945452,E,48.97,0.995,21.425,15.843,14.106,13.206,10.291,1760.6,-18.203
NGC3665,11.4121266,38.7627867,S0,50.28,1.608,21.496,13.366,11.776,10.826,7.71,1991,-20.842
NGC3801,11.6713779,17.7278826,S0,69,1.364,21.653,15.533,13.186,12.256,8.904,3462.7,-20.582
NGC3883,11.779771,20.6753768,Sb,28.89,1.247,23.786,16.219,13.819,13.069,9.979,7010.7,-21.511
NGC3945,11.8871296,60.6755863,S0-a,63.21,1.744,20.761,12.253,11.703,10.753,7.558,1187,-20.074
NGC3941,11.8820439,36.9863456,S0,57.92,1.545,20.319,11.715,11.275,10.365,7.363,914.2,-19.238
NGC4027,11.9917111,-19.2651667,SBd,42.34,1.549,21.239,11.54,11.58,11.129,8.506,1667.2,-20.656
NGC4073,12.074185,1.8959566,E,47.05,1.32,21.477,14.71,12.512,11.512,10.469,5911.5,-22.386
NGC4088,12.0927538,50.5388391,SABc,71.34,1.739,22.283,11.299,11.349,10.603,7.487,749.4,-20.275
NGC4314,12.375554,29.8954364,Sa,16.22,1.568,21.102,11.707,11.417,10.567,7.586,981.7,-19.901
NGC4168,12.2047954,13.2051931,E,58.02,1.466,21.483,13.905,12.027,11.445,8.452,2273.3,-20.848
NGC4244,12.2915197,37.8077928,Sc,65.38,2.21,22.328,13.929,10.439,10.182,7.897,245.2,-18.458
NGC4267,12.329246,12.7982809,E-S0,57.41,1.406,20.905,13.134,11.819,10.889,7.875,982.7,-19.371
NGC4324,12.3850494,5.2504518,S0-a,90,1.472,20.598,13.41,12.398,11.498,8.501,1663.1,-19.118
NGC4348,12.3983249,-3.4429044,Sbc,90,1.426,21.539,14.97,13.112,12.282,8.962,2005.7,-20.598
NGC4467,12.4917394,7.9928797,E,49.63,0.774,21.226,16.51,14.927,14.153,10.701,1390.5,-16.229
NGC4575,12.630883,-40.5373838,SBbc,55.17,1.314,21.777,13.138,13.148,12.598,9.358,2977.7,-20.45
NGC4603D,12.7022509,-40.8208917,SABc,54.3,1.209,22.7,14.351,14.091,13.201,9.996,2712.7,-19.752
NGC4679,12.7917366,-39.5708439,SBc,72.38,1.386,21.726,15.11,14.56,13.52,9.436,4652.2,-20.458
NGC4699,12.8172736,-8.6643056,SABb,42.6,1.601,19.768,10.743,10.383,9.493,6.57,1395.3,-21.763
NGC4731,12.8503994,-6.394077,SBc,73.13,1.801,22.805,11.687,11.877,11.447,9.99,1492.6,-19.795
NGC4747,12.8627154,25.7762028,SBcd,74.95,1.32,24.386,14.726,12.987,12.381,10.301,1187,-19.158
NGC4814,12.9227568,58.3441067,Sb,44.97,1.439,21.008,14.358,12.83,12.03,9.061,2492.8,-20.535
NGC5005,13.182298,37.058994,SABb,77.06,1.683,20.827,10.849,10.539,10.709,6.454,948.4,-21.959
NGC5129,13.4027836,13.9765579,E,56.89,1.217,21.711,14.849,13.027,12.107,9.264,6885.6,-22.254
NGC5248,13.6255613,8.885176,SABb,56.38,1.61,21.519,10.932,10.882,9.975,7.278,1152.2,-20.09
NGC5322,13.8208968,60.1904759,E,90,1.75,21.073,11.519,11.049,10.139,7.188,1801.1,-21.482
NGC5298,13.8101339,-30.4285178,SBb,66.4,1.269,23.094,14.255,13.965,13.085,9.446,4125.7,-20.657
NGC5363,13.9353444,5.2546944,S0-a,53.69,1.62,20.978,11.544,11.104,10.211,6.981,1133.9,-20.441
NGC5422,14.0116752,55.1644509,S0-a,90,1.449,22.234,13.23,12.81,11.8,8.79,1859.3,-19.746
NGC5485,14.1198186,55.0016262,S0,54.59,1.4,21.766,14.008,12.4,11.5,8.418,1904.5,-19.89
NGC5592,14.3986247,-28.6880589,Sbc,65.82,1.213,21.05,13.617,13.497,12.727,9.408,4341.7,-21.013
UGC09242,14.4225093,39.5394939,Scd,90,1.624,23.829,15.667,14.109,13.489,13.98,1466.9,-19.874
IC1065,14.8226575,63.2706264,S0,43.97,0.946,21.411,16.034,14.48,13.713,10.673,12503,-22.182
NGC5778,14.9087501,18.6423835,E,90,1.091,24.383,16.52,15.105,13.93,10.928,17751.2,-22.43
NGC5879,15.1629868,57.0001722,Sbc,72.67,1.579,21.454,13.977,12.119,11.474,8.814,763,-19.624
UGC09799,15.2790242,7.0216238,E,90,1.256,24.248,15.925,14.283,14.17,9.61,10352.5,-21.969
NGC5963,15.5577392,56.5597225,SABb,39.27,1.497,20.963,14.426,13.029,12.122,9.928,661.2,-19.638
NGC5965,15.5673025,56.6857598,SABb,90,1.706,22.193,15.024,12.674,11.784,8.654,3383.1,-22.115
NGC6137,16.384214,37.9223189,E,90,1.251,22.103,15.543,13.427,12.447,9.57,9303.1,-22.513
UGC10205,16.1111609,30.0990003,Sa,59.15,1.16,23.53,15.721,14.389,13.419,9.923,6563.6,-21.151
NGC5967,15.8044075,-75.6727325,Sc,50.33,1.375,22.429,12.762,12.732,12.062,8.761,2920.5,-20.691
NGC5982,15.6443899,59.3558674,E,90,1.487,20.865,12.468,11.978,11.068,8.18,2829.7,-21.046
PGC1010039,21.9408746,-7.9827471,S?,44.73,0.434,22.648,19.516,18.083,17.05,13.79,17287.8,-19.433
NGC6411,17.5924472,60.8133611,E,90,1.245,22.06,13.241,12.801,11.861,9.143,3748,-21.353
NGC6300,17.2831588,-62.8201795,SBb,53.16,1.727,21.809,11.089,10.959,12.146,6.939,1108.7,-19.915
NGC6574,18.1975597,14.9815612,SABb,41.54,1.195,20.586,12.981,12.801,11.961,8.423,2286.1,-21.051
IC4764,18.7854438,-63.484441,Sa,90,1.153,20.82,15.207,14.787,13.847,10.354,3693.1,-19.544
ESO140-043,18.7483252,-62.3646984,SBbc,72.61,1.334,21.224,14.428,14.638,14.068,9.775,4235.1,-20.339
IC4717,18.5547871,-57.9757011,Sb,90,1.251,20.922,14.714,14.264,13.234,9.477,3176.8,-20.208
NGC6684,18.8160778,-65.1734444,S0,53.19,1.622,20.914,11.74,11.31,10.39,7.129,873.4,-19.689
NGC0134,0.5060834,-33.2440594,SABb,90,1.923,21.52,11.412,11.182,10.342,6.866,1582.6,-21.191
NGC6721,19.0141125,-57.7594028,E,45.71,1.278,21.482,13.531,13.081,12.041,8.921,4459.3,-21.218
NGC6814,19.7112688,-10.3236977,SABb,85.62,1.489,21.959,12.351,12.101,11.997,7.673,1563.1,-21.566
NGC6909,20.4608134,-47.0270112,E,90,1.372,21.422,12.897,12.637,11.767,9.23,2778.5,-20.315
NGC6919,20.5272566,-44.2164294,SABc,37.76,1.144,22.286,13.802,13.662,13.112,10.286,6628.7,-21.619
NGC7145,21.8889464,-47.8825625,E,90,1.47,21.329,12.426,12.026,11.136,8.524,1889,-19.939
NGC7171,22.0172159,-13.2697095,SBb,62.6,1.375,22.72,13.057,13.047,12.347,9.335,2717.3,-20.77
NGC7219,22.2190694,-64.8499699,SABa,58.16,1.262,20.945,13.453,13.343,12.593,9.806,2967.1,-19.98
NGC7236,22.2458283,13.8464916,E-S0,73.74,1.141,20.994,16.293,14.577,13.547,9.962,7850.3,-21.141
NGC7361,22.7051185,-30.0552371,Sc,79.85,1.497,22.251,12.621,12.881,12.431,10.408,1250.6,-19.018
NGC7392,22.8635386,-20.6081581,SBbc,60.85,1.351,21.214,12.723,12.583,11.823,8.663,3159.2,-21.128
UGC12382,23.1319504,5.1611221,Sc,83.6,0.975,22.849,16.424,16.394,15.544,12.024,3522.3,-18.625
NGC7458,23.024625,1.7533056,E,54.64,1.011,21.376,14.027,13.607,12.537,9.386,5002.7,-21.087
NGC7537,23.2429296,4.4981444,Sbc,84.2,1.264,21.638,13.788,13.838,13.199,10.229,2676.4,-20.189
UGC12423,23.2203178,6.4303044,Sc,90,1.478,23.413,14.815,14.535,13.565,10.386,4856.1,-21.732
NGC7562,23.265964,6.6873656,E,67.65,1.338,21.547,13.258,12.618,11.548,8.348,3540.4,-21.462
NGC7590,23.3152121,-42.2391053,Sbc,69.38,1.481,20.651,12.103,12.093,12.844,8.425,1585.2,-20.578
NGC7608,23.3209221,8.3500663,Sbc,81.73,1.156,22.471,15.181,14.991,14.181,10.75,3530.1,-19.577
UGC12571,23.38959,13.3192536,SBb,56.15,0.989,23.016,16.009,14.756,13.956,11.353,3914.2,-19.758
NGC7626,23.3451481,8.2169963,E,47.01,1.398,21.664,12.745,12.175,11.125,8.051,3402.4,-21.441
NGC7713,23.6041629,-37.9381982,Scd,65.93,1.691,21.776,11.162,11.492,11.172,9.206,693.3,-19.107
NGC7677,23.4683922,23.531523,SABb,60,1.053,21.633,13.934,13.934,13.194,10.301,3555.8,-20.343
NGC7727,23.6649525,-12.2927807,SABa,43.35,1.558,21.123,11.973,11.573,10.663,7.679,1857.3,-20.786
NGC7660,23.4301836,27.0299935,E,90,1.288,21.643,14.271,13.751,12.651,9.485,5685.4,-21.35
NGC7714,23.6039219,2.1550235,Sb,45.08,1.338,20.207,12.528,12.978,13.609,9.788,2797.5,-20.513
UGC00006,0.0526722,21.9602222,Sb,44.16,0.965,20.901,14.469,14.379,14.385,10.415,6607.1,-21.006
PGC030151,10.3201568,63.9674392,E,27.97,0.743,19.572,16.001,15.368,14.963,11.354,12446.1,-21.212
NGC0449,1.268665,33.0891355,SBa,60.8,0.834,21.582,15.206,15.046,14.572,11.204,4831.7,-19.762
NGC3516,11.113186,72.5685398,S0,36.93,1.282,19.812,12.477,12.537,12.088,8.533,2598.6,-20.781
NGC4138,12.1582695,43.6852719,S0-a,61.39,1.455,20.893,12.593,12.293,11.799,8.223,875.5,-18.481
NGC2992,9.7616782,-14.3263754,Sa,90,1.465,21.072,13.457,13.057,13.096,8.605,2309.5,-20.183
NGC3044,9.8946916,1.5795904,SBc,90,1.623,22.24,12.279,12.469,11.939,9.014,1289.5,-20.568
NGC1241,3.1873962,-8.9220781,SBb,59.26,1.431,21.99,13.109,13.029,12.628,8.693,4025.6,-21.618
NGC1142,2.9200628,-0.1835762,E,67.97,1.032,21.892,16.15,13.772,13.962,9.049,8634.1,-22.136
NGC7469,23.0543354,8.8739189,Sa,30.24,1.139,18.465,12.497,12.897,12.594,8.869,4911.1,-21.77
NGC5506,14.2207964,-3.207593,SABa,90,1.46,22.46,14.768,12.801,13.302,8.579,1819.1,-20.208
NGC7591,23.3045194,6.58575,SBbc,66.91,1.206,22.124,14.1,13.87,13.179,9.637,4955.3,-21.278
IC5309,23.3198972,8.1093056,Sb,65.46,1.109,22.405,14.519,14.369,13.559,10.735,4185.7,-20.194
NGC7536,23.2369909,13.4263785,SBbc,67.42,1.201,22.792,15.1,14.086,13.446,10.381,4698.7,-20.962
UGC12370,23.1184222,9.9608056,Sc,76.58,1.05,22.951,15.128,15.218,14.648,12.456,4893.1,-20.239
NGC2742,9.12599,60.479436,Sc,60.67,1.457,22.406,13.028,12.081,11.491,8.806,1285.6,-20.191
NGC0801,2.0624856,38.2588683,Sc,84.79,1.441,22.584,14.29,13.94,13.07,9.544,5761.9,-21.868
UGC12810,23.8517344,1.0566681,Sbc,70.82,1.228,23.382,15.387,14.262,13.552,10.492,8091.3,-21.866
NGC7664,23.444363,25.0798749,Sc,53.19,1.183,21.374,13.453,13.413,12.703,9.702,3473.7,-20.843
NGC4096,12.1003173,47.4784538,SABc,80.55,1.752,21.845,14.172,11.096,10.571,7.878,563.7,-20.381
NGC3853,11.741202,16.5581027,E,90,1.155,21.119,14.859,13.407,12.427,9.528,3310.2,-20.248
NGC4318,12.3786907,8.1982772,E,77.51,0.863,20.873,15.359,14.094,14.197,10.375,1212.1,-17.729
NGC2329,7.1522237,48.6155913,E-S0,41.58,1.149,22.178,14.064,13.544,12.514,9.446,5793.1,-21.535
NGC3921,11.8519105,55.078698,S0-a,59.8,1.305,21.656,15.232,13.167,12.487,9.863,5844.1,-21.815
NGC2563,8.3432485,21.0678351,S0,39.79,1.306,21.892,14.643,13.342,12.312,9.026,4509.1,-20.986
NGC5353,13.8907596,40.2831436,S0,81.87,1.375,20.49,12.592,11.992,11.022,7.553,2230,-20.901
NGC4442,12.4677456,9.8036962,S0,90,1.635,20.097,13.154,11.325,10.602,7.305,531.9,-19.677
NGC5966,15.5978098,39.7689601,E,90,1.184,22.427,15.26,13.138,12.218,9.705,4503.9,-21.231
NGC6702,18.7826626,45.7057799,E,42.78,1.216,22.159,13.742,13.232,12.242,9.202,4725.2,-21.483
NGC0100,0.4008073,16.4868117,Sc,90,1.55,22.737,13.882,13.862,13.212,10.783,838.3,-19.152
UGC05459,10.1361333,53.0834735,SBc,90,1.579,22.561,13.093,13.193,12.573,9.72,1111.3,-19.57
