objname,al2000,de2000,type,incl,logd25,brief,ut,bt,vt,kt,v,mabs
PGC056593,15.9894955,27.0608014,E,45.41,0.533,19.575,17.731,16.789,16.33,12.827,19225.7,-20.99
PGC056667,16.0151274,16.3458944,Sc,51.69,0.844,23.019,17.425,15.925,15.185,12.431,13145.5,-21.103
IC1156,16.0103803,19.7232026,E,31.93,1.04,21.302,16.327,14.481,13.441,10.396,9350.4,-21.546
PGC056948,16.0751211,17.4691582,SABc,53.01,0.803,22.62,16.753,16.005,15.335,12.646,11879.4,-20.878
PGC056942,16.0740341,17.7420404,S0-a,46.77,0.968,22.275,18.357,15.26,14.31,10.767,12259.8,-21.428
NGC6044,16.083244,17.8704068,S0,25.71,0.813,21.256,15.778,15.298,14.298,11.206,9942.8,-20.92
PGC057073,16.0918466,17.7686468,Sb,53.62,0.823,21.787,17.456,15.87,15.27,12.332,11181.6,-20.838
IC1186,16.0956173,17.3621353,Sb,54.94,0.891,22.625,16.89,15.641,14.691,11.406,10501.4,-20.945
NGC6057,16.0943424,18.1643088,E,59.99,0.832,21.972,17.214,15.614,14.624,11.499,10603.3,-20.77
IC1185,16.0957506,17.7170792,Sab,46.75,0.872,20.878,16.971,14.855,13.835,10.662,10451.1,-21.58
PGC057097,16.0961915,18.0168484,Sb,34.84,0.771,22.698,17.319,16.123,15.173,12.074,12020.3,-20.562
PGC057118,16.100048,18.1959622,Sbc,66.49,1.015,22.787,16.942,15.533,14.783,11.633,11152.9,-21.43
PGC057121,16.1005395,18.1124985,SABb,49.82,0.697,22.3,17.119,16.133,15.533,12.763,11037.9,-20.536
IC1195,16.1113549,17.1917678,SBbc,47.64,0.788,21.866,16.629,15.627,14.827,11.615,11940.3,-21.149
PGC057184,16.1134161,17.4927597,Sb,23.71,0.732,22.148,15.637,15.667,15.077,12.554,11165.9,-20.776
IC1194,16.1109276,17.7611657,S0,46.34,0.803,20.841,16.899,15.328,14.298,10.907,11700,-21.269
PGC057193,16.1171125,18.0225577,SBa,66.14,0.917,22.546,17.235,15.968,15.138,12.313,10832,-20.686
UGC05456,10.1220728,10.3626954,Sm,79.55,1.05,21.848,14.562,13.735,13.355,11.567,540.5,-17.221
NGC6073,16.1696814,16.6996013,Sc,62.54,1.118,22.271,15.525,14.301,13.551,10.54,4737,-20.761
UGC10288,16.2402135,-0.2074278,SABc,90,1.683,23.751,14.668,14.258,13.278,9.422,2044,-20.51
PGC057743,16.2930533,50.2445901,Sbc,52.29,0.65,21.346,16.931,15.65,15.48,11.637,12497.6,-21.226
NGC6106,16.3130523,7.4094321,Sc,59.23,1.341,21.756,15.078,12.795,12.195,9.635,1449.7,-19.865
PGC057847,16.3309172,40.979779,SABb,56.06,0.8,21.678,16.891,15.682,16,11.989,11332.4,-20.923
PGC057861,16.3368781,40.1517228,Sa,36.44,0.661,20.1,16.356,15.465,15.4,12.36,8546.4,-20.312
PGC058067,16.4159154,39.5312336,Scd,21.48,0.823,21.79,16.609,15.514,14.914,12.148,10791.5,-20.675
PGC058490,16.5526659,34.9263113,Sa,36.83,0.755,21.639,16.869,15.909,15.139,12.183,10465.3,-20.362
IC1222,16.58588,46.2139428,Sbc,43.46,1.18,23.421,15.758,14.08,13.37,10.808,9227.4,-21.994
NGC6246,16.8313749,55.5425509,Sb,61.47,1.141,21.954,14.435,14.365,13.635,10.783,5327.2,-20.732
NGC6315,17.2128169,23.2235466,Sc,40.74,0.883,21.34,16.13,14.259,13.309,11.923,6694.8,-21.276
UGC05737,10.56482,11.2070275,SBc,42.8,0.887,24.454,15.737,15.241,14.511,11.499,14945.6,-21.946
NGC6338,17.2563826,57.4112016,S0,65.98,1.237,21.729,15.559,13.472,12.422,9.422,8185.1,-22.272
NGC6372,17.4588544,26.4751556,Sbc,56.68,1.208,22.218,13.782,13.672,12.922,10.221,4750.4,-20.908
NGC6418,17.6359202,58.7149596,SBab,38.87,0.813,21.904,16.519,14.792,14.5,11.426,8603.4,-21.163
UGC11041,17.9143865,34.7761772,Sab,56.33,0.949,20.876,14.1,14.11,13.32,10.004,4859.5,-20.701
NGC6560,18.0872167,46.8815278,SABa,61.53,1.05,21.604,14.059,14.159,13.609,10.887,7043.4,-21.556
NGC6548,18.0997861,18.5871944,S0,30.52,1.423,21.911,13.246,12.746,11.726,8.615,2193.3,-19.599
NGC6570,18.1853733,14.0929616,SBm,67.81,1.201,21.729,13.264,13.294,12.704,9.892,2284.9,-20.577
UGC05897,10.7948501,11.0771118,Sc,75.25,1.439,23.362,15.182,14.011,13.5,10.45,2713.3,-19.793
ESO182-007,18.2803912,-57.2268179,E-S0,90,1.169,20.469,14.217,13.807,12.877,9.742,4982.8,-21
PGC061699,18.2990364,30.6517385,SBbc,71.4,1.015,21.437,14.139,14.419,13.939,11.777,5576.4,-21.362
IC4704,18.4649139,-71.6098056,E-S0,53.28,1.432,21.428,13.579,13.089,12.019,8.475,4998,-21.592
NGC6646,18.4940944,39.8651111,Sa,36,1.172,22.198,14.081,13.591,12.641,9.217,5764,-21.521
IC4713,18.4998145,-67.2243421,SBm,34.92,0.959,22.031,14.39,14.26,13.53,10.38,5518.5,-20.766
NGC6630,18.543101,-63.2933017,E-S0,40.38,0.907,20.959,14.616,14.596,13.906,11.142,1817.8,-17.823
IC4721,18.5735013,-58.496498,SBc,75.13,1.724,22.769,12.431,12.371,11.621,8.981,2237.1,-20.626
IC4718,18.5639269,-60.1290474,Sab,65.89,1.223,21.053,14.018,13.798,12.948,9.938,3806.7,-20.568
NGC6673,18.7517488,-62.2972267,E,90,1.415,20.302,12.948,12.528,11.538,8.258,1150.9,-18.112
ESO104-002,18.7816125,-63.3611667,S0,90,1.029,19.98,15.561,15.121,14.111,11.09,4190.7,-19.166
ESO104-007,18.7883306,-63.359391,E,90,1.36,20.929,14.33,13.8,12.75,9.524,4002,-20.398
IC4766,18.79325,-63.2919444,S0-a,90,1.089,21.692,15.494,14.984,13.48,10.418,4941.5,-19.722
NGC6699,18.8672277,-57.3208626,SABb,10.82,1.241,21.638,12.788,12.808,12.148,8.907,3394.9,-20.969
NGC6707,18.9227738,-53.8185684,SBc,69.38,1.419,22.021,13.317,13.287,12.617,9.678,2730.4,-20.56
IC4796,18.9410583,-54.2138889,S0,70.37,1.285,20.899,13.653,13.263,12.303,9.091,3098.2,-20.274
IC4810,19.0499159,-56.1597013,SABc,90,1.606,22.928,13.493,13.243,12.673,10.678,3182.7,-21.88
NGC6730,19.1260194,-68.9128194,E,48.93,1.343,20.913,13.542,13.042,12.062,9.014,4264.3,-21.159
NGC6739,19.1302139,-61.3680972,S0,90,1.423,20.682,13.679,13.119,12.139,8.908,4251.9,-21.048
IC4832,19.2344088,-56.6106799,Sa,90,1.405,21.987,14.158,13.718,12.718,9.38,3434,-20.411
ESO282-028,19.2429706,-46.5959225,E-S0,66.28,1.249,21.538,14.223,13.883,12.883,9.518,5245,-20.847
NGC6761,19.2513361,-50.6568333,SBab,30.57,1.211,22.404,14.818,14.298,13.358,9.8,5650,-20.694
IC4837,19.2540556,-54.6630556,SBc,58.53,1.353,21.903,12.922,13.082,12.592,10.023,2676.6,-20.529
IC4840,19.2643556,-56.2090694,S0-a,62,1.054,21.336,14.477,14.317,13.677,10.51,4077.6,-19.813
IC4836,19.2716447,-60.200409,SBc,31.45,1.201,21.775,13.208,13.198,12.578,10.001,4603.9,-21.231
IC4842,19.3234714,-60.6443184,E,90,1.347,21.7,13.866,13.436,12.446,9.39,4166.8,-20.711
IC4845,19.3395821,-60.3890746,SBb,43.48,1.29,20.386,12.525,12.365,11.595,8.94,3935.9,-21.792
NGC6796,19.3585901,61.1459805,Sbc,90,1.237,22.229,13.533,13.503,12.653,9.403,2189.8,-20.611
NGC6780,19.3807939,-55.7758197,SABc,40.73,1.303,22.81,13.469,13.359,12.729,10.606,3493.1,-20.543
PGC063158,19.3899093,-60.4749432,S?,56.01,0.76,21.6,15.281,15.471,15.001,12.773,3700.9,-18.686
IC4852,19.4403638,-60.3360767,SBc,62.27,1.234,21.961,13.703,13.633,12.933,10.066,4424.6,-21.113
NGC6794,19.4677082,-38.9187991,Sab,35.02,1.178,22.252,14.412,13.922,12.882,9.664,6019.2,-21.467
ESO142-019,19.5552612,-58.1142771,Sab,70.28,1.395,22.489,13.738,13.148,11.928,8.893,4386.4,-21.659
IC4866,19.5763278,-61.1457222,SABb,54.41,1.216,22.039,14.26,13.9,12.97,9.799,5100,-21.075
ESO338-013,19.6091189,-38.3561501,S0,75.21,0.915,20.977,15.575,15.285,14.335,10.694,5771.1,-20.201
IC4864,19.6683779,-77.5581687,SABa,90,1.246,22.317,15.709,14.819,13.559,9.804,5905.5,-21.29
NGC6808,19.7316578,-70.633327,Sa,90,0.905,21.045,13.661,13.611,12.901,9.057,3372.8,-20.563
NGC6816,19.7339755,-28.4006788,E-S0,43.08,1.236,22.457,14.683,14.053,12.873,8.936,6021.1,-21.51
NGC6821,19.7400162,-6.8334257,Scd,25.82,1.012,22.149,13.511,13.621,13.071,10.167,1523.4,-19.703
NGC6835,19.909189,-12.5679283,SBa,90,1.438,20.88,13.513,13.333,12.463,8.915,1612.7,-19.771
NGC6836,19.9111232,-12.6879591,SABm,43.37,1.152,22.728,13.218,13.488,13.008,11.137,1628,-19.336
NGC6841,19.9636209,-31.8106434,E,33.98,1.213,21.739,14.304,13.724,12.594,8.915,5843.5,-21.72
3C405,19.9912042,40.7339444,Sc,35.02,0.735,23.117,17.42,17.04,15.409,10.353,16782.8,-21.827
NGC6845D,20.0148722,-47.0951111,S0,90,0.9,23.718,15.44,15.42,14.68,11.93,6755,-19.801
NGC6845C,20.0157802,-47.084479,S0-a,90,0.971,26.473,16.889,16.349,15.429,10.426,7070,-18.982
NGC6845B,20.0181252,-47.0594064,SBb,41.54,0.894,26.48,15.46,14.9,13.89,11.656,6777.2,-20.453
NGC6861D,20.1387401,-48.2113348,E-S0,90,1.373,20.988,13.958,13.398,11.938,9.236,2626.6,-19.702
ESO399-025,20.2243668,-37.1887862,S0-a,46.95,1.159,21.305,14.305,13.895,12.965,10.044,2541.7,-19.359
PGC064389,20.2716708,-44.2999305,Sa,63.92,1.073,19.696,13.423,13.073,12.163,9.623,5415.2,-21.88
ESO284-045,20.2801999,-46.5321973,Sb,43.45,1.122,21.325,13.989,13.989,13.309,10.46,5387.2,-20.865
NGC6887,20.2881306,-52.7967778,Sbc,75.13,1.536,22.438,12.956,12.816,12.076,8.876,2704.1,-20.712
IC4981,20.3275583,-70.8485,I,90,1.03,20.831,14.011,13.481,12.511,11.772,3780.3,-21.193
ESO186-036,20.3554207,-53.7631406,S0-a,90,1.303,21.369,14.428,13.968,12.928,9.532,4704.4,-20.732
ESO462-015,20.387175,-27.7145833,E,52.56,1.334,21.591,13.348,12.948,11.918,8.836,5857.9,-22.09
NGC6906,20.3927587,6.4436366,SBbc,68.42,1.05,22.362,13.67,13.39,12.56,9.36,4853.8,-21.977
IC4946,20.3994689,-43.9953068,S0-a,90,1.398,20.972,12.878,12.618,11.798,8.758,2922.1,-20.908
NGC6902,20.4078082,-43.6534199,SBab,40.17,1.43,23.068,12.069,11.979,11.269,8.666,2792.6,-20.914
UGC11555,20.4200019,5.2630664,Sbc,59.95,1.221,23.259,13.935,13.925,13.365,10.779,4845.3,-21.222
NGC6923,20.5275111,-30.8319167,SBb,64.44,1.405,21.783,12.898,12.738,12.008,8.808,2831.5,-20.698
IC5017,20.5344167,-57.5875556,S0,86.95,0.989,22.21,15.299,14.919,13.919,10.903,7547,-20.662
NGC6935,20.6389484,-52.1104526,SABa,30.95,1.339,21.724,12.991,12.821,12.011,8.859,4584.4,-21.498
NGC6937,20.646052,-52.1433646,Sbc,50.38,1.407,22.286,13.569,13.509,12.869,10.091,4687.6,-21.062
IC5039,20.7206514,-29.8534028,Sbc,80.3,1.373,21.577,13.065,13.235,12.927,9.934,2707.8,-20.166
IC5032,20.7561232,-67.5518523,S0-a,90,1.113,19.695,13.23,13.53,13.02,11.026,10340,-22.866
NGC6967,20.7928039,0.4114389,S0-a,61.86,1.075,21.119,14.508,14.018,13.014,9.939,3765.6,-20.208
IC5065,20.862726,-29.8472672,S0,63.74,1.177,20.449,14.913,14.523,13.603,10.525,9817.7,-21.896
NGC6970,20.8692944,-48.7777778,SBa,60.03,1.188,20.229,13.07,13.12,12.624,9.614,5250.5,-21.736
ESO235-009,20.879312,-52.1645323,SBa,58.86,1.069,22.053,14.943,14.843,13.993,10.744,14592.8,-22.386
NGC6982,20.9550992,-51.862287,SBa,67.89,1,20.672,14.453,14.393,13.663,10.807,4731.2,-20.152
NGC7001,21.0188179,-0.1951938,SABa,44.19,1.141,22.987,15.471,13.788,12.928,9.758,7109.8,-21.92
ESO107-004,21.0582222,-67.1813333,E,45.9,1.325,21.256,13.313,12.893,11.973,9.141,3139.4,-20.492
NGC7004,21.0672718,-49.1142314,S0-a,83.29,1.102,21.011,15.069,14.719,13.749,10.529,7581.1,-20.896
NGC7007,21.0910849,-52.5519545,E-S0,90,1.53,20.721,13.288,12.898,11.948,8.991,3107,-20.431
NGC7015,21.0937194,11.4141944,Sbc,28.12,1.23,21.876,13.315,13.245,12.525,9.71,4881.5,-21.534
ESO235-057,21.1059991,-48.16944,Sbc,90,1.342,21.563,14.588,14.228,13.238,9.776,5141.5,-21.352
ESO286-050,21.1113667,-42.5569722,E-S0,90,1.278,21.047,13.924,13.704,12.914,10.152,2672.3,-19.317
ESO286-049,21.113195,-47.1877792,E,90,1.223,21.021,14.522,14.022,12.992,9.831,5293.8,-20.572
IC5086,21.1422188,-29.7690863,E-S0,32,1.244,21.831,14.338,13.788,12.838,9.469,5955.7,-21.396
PGC066592,21.3451333,44.3997222,Sm,90,1.16,21.591,16.34,15.3,13.85,8.657,3995,-22.333
IC5105,21.4061249,-40.5374256,E,90,1.474,21.847,13.123,12.583,11.603,8.48,5407,-22.07
NGC7060,21.4315492,-42.4112684,SABa,62.68,1.305,21.387,14.01,13.69,12.82,9.663,4817.1,-20.96
ESO145-006,21.4589861,-60.8235,S0,90,1.199,20.507,14.962,14.452,13.462,10.343,4404,-19.71
IC1386,21.4937274,-21.1956225,E-S0,46.71,0.987,21.484,14.69,14.24,13.12,9.767,10682,-22.042
NGC7064,21.4841737,-52.7675742,SBc,90,1.573,21.763,12.817,12.707,12.107,10.849,807.4,-18.739
NGC7080,21.5005532,26.7177843,Sb,20.32,1.213,22.942,13.302,13.182,12.382,9.421,4837.8,-21.819
NGC7070,21.5070389,-43.0870833,Sc,30.81,1.398,22.41,12.657,12.797,12.247,10.08,2397.1,-20.041
NGC7072A,21.5071278,-43.2026389,SABc,42.24,0.905,21.896,14.195,14.335,13.865,12.948,5069,-20.323
ESO047-034,21.5287882,-76.4813654,S0,90,1.207,20.585,14.671,14.191,13.131,9.69,3967.5,-19.955
NGC7070A,21.5298063,-42.8476335,S0-a,43.76,1.344,22.47,13.755,13.325,12.335,9.326,2389.7,-19.469
NGC7087,21.5759616,-40.8185656,SBab,46.12,0.933,21.367,13.975,13.745,13.005,9.694,5110,-20.923
NGC7090,21.608032,-54.557572,Sc,90,1.911,22.12,11.287,11.307,10.697,8.225,850.2,-19.822
PGC067116,21.6595028,-50.6911111,E,31.24,1.011,22.487,15.46,15,13.89,10.755,16435,-22.254
NGC7097A,21.6771785,-42.4803299,E,90,0.844,20.573,15.359,15.089,14.279,11.728,2741.1,-17.937
NGC7096,21.6886903,-63.9087083,Sa,20.55,1.322,21.373,13.24,12.87,11.97,8.977,2929.5,-20.334
IC5131,21.7903646,-34.8836786,E-S0,23.16,1.21,20.766,13.68,13.27,12.33,9.376,2630.7,-19.748
PGC067444,21.8383056,-62.1852778,S0-a,43.2,0.802,23.474,16.29,15.85,14.74,11.839,19492,-21.908
NGC7140,21.8709194,-55.5696667,SABb,48.94,1.483,22.702,12.506,12.306,11.606,9.002,2978.1,-20.619
NGC7154,21.9225083,-34.8140833,Sm,34.52,1.355,21.907,12.667,12.827,12.407,10.421,2612.8,-20.206
NGC7155,21.9360329,-49.5219693,S0,31.69,1.333,20.724,13.492,13.072,12.132,8.994,1969.8,-19.18
NGC7162,21.9941809,-43.3061738,Sc,72.39,1.483,22.368,13.22,13.27,12.68,10.099,2297.9,-19.995
NGC7180,22.038467,-20.5477539,E-S0,90,1.221,20.372,13.918,13.528,12.608,9.639,1439.9,-17.903
NGC7185,22.0490996,-20.4712773,E-S0,57.23,1.364,22.224,13.623,13.413,12.583,9.748,1788.6,-18.373
IC5156,22.0541314,-33.838406,SBab,76.58,1.357,20.983,13.114,12.944,12.164,9.074,2755.1,-20.607
NGC7179,22.0803697,-64.0469611,SBbc,63.76,1.308,21.907,13.553,13.393,12.823,9.597,2975.3,-20.372
NGC7205A,22.1255583,-57.4640278,SABc,43.88,1.06,21.992,14.306,14.466,14.016,11.673,7234.3,-20.978
NGC7199,22.141604,-64.7060497,SBa,44.43,1.081,20.929,14.163,13.923,13.083,10.027,2867,-19.312
NGC7205,22.1428583,-57.4425833,Sbc,65.57,1.568,21.561,11.512,11.562,10.962,7.954,1686.6,-20.214
NGC7232B,22.264575,-45.7805833,SBm,31.51,1.226,23.374,13.658,13.898,13.588,12.45,2018.4,-18.459
NGC7244,22.274102,16.4713673,E?,71.93,0.957,22.047,14.417,14.467,13.917,11.161,7544.9,-21.106
PGC068487,22.2833972,-52.5268889,E-S0,74.57,0.974,22.898,15.55,15.2,14.11,11.471,15973,-21.961
NGC7267,22.4060541,-33.6940314,SBa,31.93,1.239,21.189,13.007,12.897,12.227,9.446,3359.7,-20.617
ESO345-010,22.4218439,-37.988774,S0,90,0.874,21.543,14.025,13.785,12.985,12.215,11376.1,-22.543
IC1445,22.4250944,-17.2433522,E-S0,41.76,1.148,21.408,14.003,13.583,12.743,9.798,2636,-19.507
NGC7279,22.4535161,-35.1403929,Sc,45.92,1.092,21.782,14.302,14.362,13.802,11.389,9080,-21.577
ESO190-012,22.4632042,-54.7420278,S0-a,40.09,1.079,23.785,14.81,14.5,13.59,10.542,12679.1,-22.118
NGC7307,22.5646027,-40.9327689,Sc,81.69,1.583,22.415,12.881,12.901,12.551,10.548,2081.4,-20.048
NGC7309,22.5723809,-10.3569954,SABc,26.94,1.318,22.205,13.133,13.043,12.503,9.722,4006.5,-21.125
NGC7317,22.5977478,33.9448377,E,22.07,0.905,22.524,15.164,14.634,13.664,10.627,6599,-20.786
PGC069415,22.6524583,-4.7602778,I,90,1.187,24.671,14.82,14.97,14.43,11.65,829.7,-16.699
UGC12134,22.6604102,11.7698113,Sbc,72.2,1.163,23.353,14.243,14.173,13.533,11.019,7344.1,-21.947
IC5243,22.6901528,23.3750972,Sbc,32.69,0.87,21.544,14.439,14.779,14.489,12.033,7153.6,-20.78
IC5240,22.697883,-44.767189,SBa,49.59,1.505,21.502,13.042,12.702,11.822,8.597,1761.7,-19.401
NGC7359,22.7466599,-23.6880707,S0,90,1.338,20.018,13.848,13.438,12.448,9.534,3256.3,-20.049
NGC7365,22.752789,-19.9520665,E-S0,73.37,1.253,21.218,14.019,13.699,12.809,9.87,3062.7,-19.704
NGC7358,22.7601333,-65.1218889,S0,90,1.328,20.146,14.166,13.706,12.746,9.547,3342,-19.758
NGC7371,22.7677009,-11.0011304,S0-a,25.19,1.32,22.904,12.812,12.692,11.972,9.262,2685.4,-20.573
NGC7377,22.7965253,-22.3120915,S0-a,41.62,1.593,22.631,12.495,12.085,11.115,8.199,3355,-21.477
ESO147-013,22.8860083,-60.6994722,S0,36.63,1.131,21.939,14.865,14.475,13.515,10.562,10631.6,-21.701
NGC7410,22.9169153,-39.6612227,SBa,90,1.779,21.027,11.694,11.244,11.732,7.24,1740.7,-21.972
NGC7416,22.9282571,-5.4954202,SBb,90,1.488,22.029,13.554,13.184,12.334,9.267,2857.7,-20.775
IC5269A,22.9320389,-36.3480658,SBm,48.6,1.129,22.796,14.016,14.026,13.546,11.075,2872.2,-19.217
IC5267A,22.9322861,-43.4347778,Sbc,75.07,1.408,22.617,13.86,13.87,13.41,11.166,1533,-18.408
NGC7424,22.9550993,-41.0706469,Sc,59.03,1.7,23.425,10.892,11.042,10.562,9.423,936.6,-19.781
IC5271,22.9671694,-33.7422083,Sb,72.69,1.477,20.813,12.494,12.334,11.544,8.379,1717.3,-20.139
IC5273,22.9907544,-37.702855,SBc,50.99,1.487,22.049,12.576,12.566,12.166,8.78,1293.3,-18.647
UGC12304,23.0189624,5.6543197,Sc,85.83,1.223,23.051,14.93,14.74,13.95,10.323,3462.8,-20.207
NGC7460,23.0285861,2.2635833,SBb,46.69,1.057,21.94,13.728,13.628,12.988,10.006,3199.4,-20.355
IC5285,23.1163694,22.9364722,S0-a,62.96,1.119,23.586,14.464,14.044,13.034,9.836,6154.6,-21.966
IC5287,23.1556301,0.7564852,SBb,67.91,0.957,22.659,16.545,15.07,14.8,10.934,9714.1,-21.44
NGC7501,23.1751216,7.5890181,E,39.87,1.01,22.837,15.081,14.621,13.471,10.398,12651.5,-22.195
NGC7513,23.2205497,-28.3575333,SBb,55.69,1.504,22.399,12.725,12.605,11.845,9.06,1564.5,-19.032
NGC7535,23.2368629,13.5818007,Scd,10.25,1.165,23.597,14.264,14.284,13.704,11.442,4639,-20.201
PGC070799,23.2466528,7.7184444,Sb,74.93,0.867,25.536,15.805,15.875,15.365,12.952,4711.4,-19.216
NGC7557,23.2610389,6.7083611,S0,29.32,0.834,22.315,15.677,15.177,14.167,11.065,3749.1,-19.01
NGC7563,23.2655387,13.1962135,Sa,58.09,1.185,20.836,15.443,13.887,12.827,9.481,4292,-20.616
NGC7552,23.2696692,-42.5842393,Sab,23.64,1.589,20.634,11.279,11.189,11.974,7.544,1608.6,-20.576
PGC070939,23.28847,18.7395307,E-S0,57.88,0.448,20.922,19.469,17.888,16.64,13.293,13053.9,-19.046
NGC7576,23.2896278,-4.7278441,S0-a,53.2,1,20.494,14.137,13.807,12.947,9.68,3576.5,-20.002
NGC7582,23.3064163,-42.3696669,SBab,68.17,1.842,21.905,11.614,11.364,12.565,7.326,1582.8,-20.536
NGC7599,23.322513,-42.2565407,SBc,74.37,1.682,21.925,11.962,12.052,11.472,8.419,1681.7,-20.68
NGC7615,23.3317749,8.3991081,Sb,75.94,0.921,22.222,15.354,15.154,14.324,11.508,4473,-19.912
PGC071169,23.3536324,7.3664352,SABa,66.11,0.939,21.181,15.261,14.691,13.541,10.318,3155,-19.445
NGC7632,23.3669958,-42.4797569,S0,86.04,1.408,21.526,13.354,13.024,12.154,9.187,1535.3,-18.6
NGC7640,23.3684944,40.8454167,Sc,85.74,1.908,23.383,11.566,11.606,11.009,8.699,371.5,-19.656
NGC7633,23.3842389,-67.65375,S0-a,58.88,1.343,21.343,14.159,13.639,12.669,9.305,3749,-20.163
IC5325,23.4787252,-41.3334092,Sbc,24.94,1.459,21.484,11.841,11.871,11.311,8.419,1507.2,-19.747
ESO148-017,23.5018516,-59.4647032,E,90,1.227,21.338,13.736,13.306,12.386,9.517,3101.7,-19.903
NGC7690,23.5506835,-51.6984248,Sb,72.27,1.334,20.221,12.898,12.938,12.308,9.513,1502.4,-19.287
NGC7713A,23.6189667,-37.7141389,Sc,38.55,1.202,22.386,13.061,13.181,12.731,10.634,3005.8,-20.186
ESO240-010,23.6290032,-47.5063808,S0,72.63,1.528,21.814,13.042,12.592,12.447,8.724,3178.7,-20.712
NGC7723,23.6491917,-12.9610833,SBb,47.1,1.517,21.611,12.011,11.931,11.201,8.296,1862,-20.449
NGC7731,23.6914147,3.739814,SBa,45.52,1.02,21.898,14.291,14.271,13.511,10.723,2885.3,-19.25
NGC7736,23.7071625,-19.4522222,S0,29.32,1.219,21.671,14.435,13.875,12.885,9.654,4471,-20.325
UGC12747,23.7171222,19.4240278,I,65.69,0.873,21.287,14.418,14.638,14.288,12.149,4149,-20.144
NGC7755,23.7977145,-30.5220634,Sc,53.71,1.568,22.056,12.515,12.465,11.785,8.986,2959.9,-20.666
NGC7764,23.8482778,-40.7303333,SBm,47.54,1.291,21.234,12.296,12.636,12.206,10.314,1664.9,-19.371
IC1515,23.9344194,-0.9884692,Sb,36.04,1.116,23.46,15.655,14.408,14.4,10.386,6678.1,-20.819
PGC072919,23.933875,7.5231667,E?,90,0.92,20.41,15.767,15.897,15.095,11.482,11835.7,-20.776
NGC7798,23.9904125,20.7499195,SBc,24.3,1.162,20.885,12.806,12.946,12.346,9.39,2403.5,-20.23
PGC073835,1.2450743,0.1327732,S0,40.84,0.487,22.974,19.06,17.833,16.86,13.795,12312.5,-18.758
PGC073840,1.2463685,0.524697,S0-a,90,0.808,21.923,17.661,16.478,15.37,11.98,13608.8,-20.348
PGC073854,1.2522808,0.2271037,S0,57.18,0.66,22.646,18.288,16.883,16.19,13.182,13113.1,-19.875
PGC073855,1.2523405,0.3036317,S0,45.39,0.539,23.103,18.326,17.244,16.27,12.94,13918.1,-19.659
PGC073856,1.2524442,0.2657725,E?,50.24,0.636,21.574,17.614,16.716,15.89,12.581,12851.2,-19.999
PGC073858,1.2524484,0.2969714,S0,67.53,0.603,22.351,18.15,17.199,16.42,13.696,13729.5,-19.668
PGC073878,1.2580116,0.5148343,E?,34.96,0.575,21.019,17.754,16.882,16.24,13.277,13177.6,-19.866
PGC073880,1.2589243,0.0405343,S0,52.96,0.528,21.539,19.016,17.705,16.66,13.448,13669,-19.138
PGC073884,1.2608864,0.1030377,S0,51,0.524,21.486,18.702,17.22,16.24,13.273,13246.6,-19.55
PGC073888,1.2625605,0.2457201,S0,90,0.568,22.351,18.755,17.617,16.74,13.463,12924.5,-19.097
PGC073897,1.2678377,0.0183384,S0,71.46,0.534,22.057,18.689,17.474,16.5,13.386,13693.8,-19.377
PGC082629,10.2330317,-0.9515378,S0,90,0.525,22.91,19.312,18.226,17.18,13.678,12784.5,-18.503
PGC082623,10.2284016,-0.9071573,S0,90,0.617,22.981,18.784,17.652,16.61,13.176,13512.6,-19.222
PGC083537,12.1933002,35.7381563,SBb,37.17,0.74,20.304,17.227,16.046,16.99,12.344,18407.2,-21.506
PGC085465,23.4054377,16.7316536,S0,14.22,0.45,21.911,18.576,17.499,16.53,13.36,13345.1,-19.307
PGC085466,23.4055919,16.5517894,S0,42.41,0.51,22.51,18.709,17.762,16.74,13.326,13016.5,-18.987
PGC088860,13.469575,-31.3861157,E,49.35,0.732,22.18,17.111,16.421,15.32,12.193,13217.4,-20.424
PGC088864,13.4702728,-31.440273,S0,43.41,0.602,22.997,17.487,17.007,16.01,12.974,14842.6,-20.119
PGC088861,13.469547,-31.3491717,E?,30.52,0.601,23.941,16.792,16.772,16.06,13.45,15690,-20.499
PGC088872,13.473159,-31.5202343,S0-a,63.86,0.745,23.906,17.117,16.697,15.69,12.43,14140,-20.312
PGC093175,0.6869239,-9.0381052,E?,52.68,0.33,21.169,19.476,18.146,17.11,14.134,16553.8,-19.175
PGC093186,0.6908499,-9.2284667,S?,42.34,0.498,20.236,17.938,16.814,16.02,12.949,14181.9,-20.218
PGC093211,0.6946561,-9.2754081,E?,42.71,0.25,21.113,20.42,18.972,17.91,14.932,16432.9,-18.354
PGC093213,0.6948068,-9.3158979,S?,40.84,0.634,22.112,17.945,16.713,15.7,12.843,14254.3,-20.228
PGC093217,0.6957784,-9.3381839,E?,54.13,0.349,21.099,19.585,18.346,17.34,14.85,13894.7,-18.566
PGC093227,0.697753,-9.5328873,E?,90,0.462,21.738,19.55,18.266,17.15,13.953,16745.2,-19.105
PGC093769,13.9826977,27.9401736,Sc,75.37,0.693,23.715,18.84,17.644,16.62,13.167,18279.5,-20.594
PGC093773,13.9854431,27.940235,E,31.67,0.519,21.612,18.478,16.968,15.87,12.885,18178.4,-20.574
PGC094595,13.816398,26.5602928,E,55.74,0.542,21.04,18.584,17.253,16.15,12.651,18181.5,-20.256
